,Fact ID
1572,d5e8-c37b-e2ff-958a
1573,1b74-b53a-b4ec-5b5f
1574,58d5-0388-b85d-eb4e
1575,cc37-fd38-b39c-7eb2
1576,999d-78fd-e16b-a8b6
1577,8f4d-39c0-8ee7-35e4
1578,e3f8-1683-0562-bee2
1579,5e64-f4ff-d256-f740
1580,4f6c-7f8c-b9d5-f3cb
1581,ccdf-7e78-c469-dc95
1582,68cb-62b0-32a3-30e2
1583,2e77-d6d7-8255-82e3
1584,2c17-469f-2296-dbee
1585,0ad1-f529-32a2-a01d
1586,d643-d0c5-6eb7-cf62
1587,f6fb-5aa7-3464-c565
1588,0da9-2984-f126-bcad
1589,be5f-56dc-4b83-3d4a
1590,77dc-05da-a205-2af9
1591,409a-a89f-e238-2bac
1592,b6c4-b023-d265-5810
1593,095a-404f-6149-222c
1594,737d-9e1b-683f-862c
1595,7ab6-d0b1-eac4-a2a9
1596,b1d2-660c-6f63-cfd8
1597,07ae-5b5d-6e83-d86a
1598,e98a-5e1d-e825-0c47
1599,9eef-20c5-1709-cdf3
1600,ef35-06f3-5e2e-e454
1601,8cef-917a-e2d3-335e
1602,ce7e-f24a-8088-35e6
1603,bb8f-9e8f-0b8b-d4c1
1604,39ca-a831-8d1a-babd
1605,5179-3c12-fa5f-2f13
1606,7cee-45d4-aa3a-ca19
1607,429b-b860-9460-60c7
1608,dc32-dc44-96ac-eb1b
1609,0ae8-a7a7-bfa3-b412
1610,3e34-7133-f645-504b
1611,ff12-30f0-2d0c-0da9
1612,63ec-5f87-c5f3-ba23
1613,de67-5c47-a55a-04a0
1614,9c97-5684-21f1-8494
1615,0a95-0ed2-b881-a7ef
1616,0fc7-bb62-bc30-e3fd
1617,61cc-33fa-5056-7255
1618,77f1-c14f-39cf-b4fd
1619,f704-bbf0-c1f5-b8ba
1620,1901-4f2b-21f5-11b7
1621,064c-b643-8110-0d09
1622,a923-adcf-f552-5902
1623,c3ed-2a60-a3c3-a504
1624,9ead-baf3-0465-3c2a
1625,be7f-0242-d76f-3be0
1626,7c65-e5ab-1f92-0c39
1627,6188-73e6-6db4-bfea
1628,c2a0-5b9e-4796-94a2
1629,8083-d6d0-9cba-da83
1630,c82d-ab6a-a378-5db3
1631,bde3-2540-817a-ddf2
1632,af1a-348d-eec7-2eb8
1633,0654-00a0-45fb-b306
1634,e4a3-6678-a530-3b3e
1635,1325-3c4b-a5a6-1db8
1636,dae9-e208-58cd-a9d8
1637,45bb-9ef6-d3bd-e645
1638,ea61-1f68-79b7-f09f
1639,54c4-aa6c-13ff-945d
1640,11c8-fdbb-e0de-c7b7
1641,4849-d977-c75a-e8fb
1642,89b7-8583-941a-df9d
1643,4399-9824-93cb-c8e7
1644,e8e9-20d2-8931-d1f8
1645,6bc4-b893-7cc3-c233
1646,cf49-1b7a-89f0-41f5
1647,b8b1-9da5-1b1d-a2f7
1648,1980-256d-b685-846c
1649,7726-d9fd-f431-db04
1650,c73c-b25a-5409-a480
1651,330c-b2e7-f883-13e6
1652,3005-d180-4d74-cdb2
1653,34c2-c483-57d1-543e
1654,5082-d519-1343-5653
1655,1238-9a25-7978-c11f
1656,de85-5c79-0f87-2066
1657,5c77-2dc4-7ebe-7cbe
1658,cf70-3fdf-c124-a754
1659,975a-1b34-37f3-7723
1660,4760-f7f8-5130-db3c
1661,fb45-a64a-13f3-241c
1662,ca03-f52b-b637-957b
1663,af84-b2e1-3d77-58f9
1664,b5dc-c66c-4d4e-031d
1665,dbe8-e776-f804-99a0
1666,e469-a11a-36a0-3e09
1667,bef3-e1f3-4609-53c2
1668,034e-5eb5-eaf7-aab7
1669,7532-01eb-475e-acbd
1670,a648-4d74-dae9-2ef2
1671,e5d5-338d-263a-84af
1672,f2a5-90e6-9cfa-b646
1673,74d3-98e4-9bf5-7aa1
1674,d49f-dde6-0083-0a5b
1675,3379-66dc-280f-20e5
1676,1f26-9d60-19b5-05d1
1677,0c4f-43da-c106-3620
1678,ed29-4e9b-989d-bae0
1679,ba0a-4b3e-ff60-ec49
1680,c412-a85a-5de1-771a
1681,182e-8760-e878-1751
1682,2223-80a8-8d8c-0183
1683,0963-6254-d160-4097
1684,2ce7-2ffc-30dc-2c08
1685,c71c-f0da-3930-67f0
1686,cd45-3b6d-c0bd-d377
1687,e348-689b-5fde-b228
1688,3cb8-96f0-34fb-8417
1689,3483-7c99-093c-e25c
1690,65e2-7649-725c-db72
1691,7dea-62b3-c169-a6bf
1692,3ed8-5fde-3b7b-6513
1693,6759-1566-8f4d-4da2
1694,fa62-7076-3a48-59e3
1695,d96d-6f08-5365-2084
1696,d061-b761-db46-512d
1697,826e-4bd3-1390-0182
1698,8de7-2eab-c43a-5f70
1699,3f3f-f2cb-ae3d-f238
1700,af26-8083-b908-7d3b
1701,7471-bdd9-0d81-87f4
1702,734b-8a38-a99b-5341
1703,5b3e-36e4-ab92-9468
1704,9ed6-4e8f-abab-588b
1705,000b-8380-fb97-aee5
1706,49dc-4526-46f9-5b32
1707,59d6-9954-ef5e-12b2
1708,16da-5361-a2eb-9264
1709,8aaf-28c3-9099-96b9
1710,5c00-b065-93b2-b8b3
1711,03de-d7d0-b5a6-e027
1712,7ab9-c401-de04-a804
1713,8706-febe-af37-4bc4
1714,268d-a671-9d83-031a
1715,3596-66e7-97d6-0e9a
1716,ce71-9833-2959-cb9d
1717,7427-b4fb-4ccb-66bb
1718,89ff-54de-77cf-9d13
1719,64a0-5e98-eead-e1aa
1720,89d7-ec28-323f-ad68
1721,5dfe-9045-4afd-d365
1722,b906-1552-b7cb-0be1
1723,03cf-92e2-59ae-3b3a
1724,73a5-fd93-9595-79df
1725,a2e1-8d32-c994-cd9c
1726,cdfd-1234-1b8c-b945
1727,3b84-2ea8-db99-4f3b
1728,55a5-70f3-961c-a142
1729,89ae-f520-fdbf-4c54
1730,366a-ea76-9772-cd03
1731,ed80-15ae-c493-8ca6
1732,a8c3-0d59-ce83-f4c9
1733,4933-8cde-0c54-1767
1734,6f96-bf9c-7fa5-2340
1735,1296-2edb-a443-10d1
1736,ae87-8deb-5a31-1c69
1737,b7ba-f45b-5ed8-9205
1738,ed1d-c1cf-76c9-eed3
1739,ce51-5349-0ca9-75bc
1740,7c75-71b3-613b-1ebe
1741,e13e-7a37-14b2-8e23
1742,02c9-a481-d0f4-91e2
1743,8a7c-8cdf-1a2d-225e
1744,c41d-ddb3-ef96-b433
1745,50a8-996b-b8bf-e107
1746,4fbb-49e2-aba5-690d
1747,75de-7e0e-d204-6ec0
1748,dd90-d920-81f6-416c
1749,a1aa-f4ab-8332-157d
1750,e0fe-14d9-9d28-87bb
1751,3599-03b4-9c23-4b8f
1752,7b18-e422-e212-d376
1753,9974-bcb8-7899-2ae4
1754,6de6-2fbd-0113-0492
1755,ec54-dc25-4e1a-18c7
1756,46cd-dec2-14f6-b382
1757,7e6a-bb5a-c31e-85f2
1758,0340-14ae-a023-ac50
1759,0d3a-8739-9f42-5e1c
1760,1c1c-9c8d-bd03-dfea
1761,8803-e262-cbe2-c8e1
1762,e818-cf4a-2d3a-c8c6
1763,2ac7-87be-4297-8014
1764,ac16-c85f-55f1-0725
1765,90e6-7cf1-f97e-8519
1766,402e-1817-1d04-e00f
1767,51f0-0d35-bbcf-e84c
1768,d85c-6167-112d-92ae
1769,0456-0148-2518-a48e
1770,d3a2-7e30-c0fc-2ec5
1771,964f-3c67-13dd-a443
1772,63f8-0c28-2691-5e74
1773,f873-b72a-39bf-0deb
1774,3bc7-74c9-307f-6f56
1775,70e8-113c-aa13-7a72
1776,0a04-e1b0-44ed-652d
1777,664b-4f0e-914c-f410
1778,d038-d316-c727-61e8
1779,d9ca-e581-1fad-e095
1780,82fa-e7a4-1da6-7ae5
1781,f926-954b-1f50-2b3b
1782,6755-3424-c45b-3c9c
1783,d047-715f-550d-3eaa
1784,2b96-b294-3abb-3f9b
1785,84cd-6cd8-331b-f869
1786,98fe-58e0-bbf4-c401
1787,1ba7-86f9-9cab-21f4
1788,b5e9-24c9-bf9a-095f
1789,ba5a-219b-b187-3b98
1790,1022-5edd-48da-fd5a
1791,2323-a1bc-b57d-4a0c
1792,8848-4ca5-92b5-6607
1793,711b-f9b6-6a97-e3c5
1794,3fe8-0138-a901-b730
1795,4df6-1a70-4364-cd87
1796,ad73-5c93-32aa-6f1f
1797,c5a9-9966-e1ba-9643
1798,5a35-133a-dcf9-2e06
1799,3961-d09c-4b9a-a6f7
1800,fece-0edb-14bf-0a34
1801,1505-53ee-1d64-b11d
1802,1c04-5228-7c5d-ab8a
1803,533c-79f7-8267-e271
1804,81b7-0a58-5b0b-0bbf
1805,2e1a-7f43-2f56-54a8
1806,1869-0d26-040c-9a3d
1807,892b-d4f7-9599-791b
1808,78ff-b0b7-b1c5-5536
1809,a0ab-5919-c5e1-2df1
1810,9dd7-2ee2-44ed-2a08
1811,59a8-0777-9606-d6a2
1812,ab25-5770-3344-605e
1813,1272-6781-b4fb-96ab
1814,b9ee-1aa0-8736-13c8
1815,9ebc-df4f-9e45-4e81
1816,5720-208c-fea0-628e
1817,2b58-eef0-ced3-1aa1
1818,f3ad-4a87-c0a1-f77e
1819,426c-6ee0-9023-3cca
1820,a841-6cf9-a034-f5a7
1821,f8c1-7c98-7ff9-89ad
1822,a6c8-8725-3c2d-60a7
1823,12c9-e2b2-25cd-65c6
1824,b20b-f9ca-a6c1-68e6
1825,c787-56c3-ff8c-1b86
1826,7747-2a9d-897d-f11c
1827,e6c0-2039-84cd-c6dd
1828,633c-3fd4-7320-00cf
1829,4197-9c0b-9863-629e
1830,d576-0ead-0543-9136
1831,07e7-551b-7ffc-6aa5
1832,9727-5f85-da9b-f759
1833,1cf8-b38e-f9e9-8f03
1834,2b35-1f1c-4f5d-e8e9
1835,7969-9020-bfa6-c54c
1836,487e-9180-917f-c1b5
1837,58d8-a151-b408-ed86
1838,ff50-3550-30a2-d8fa
1839,2024-1639-fb8a-1568
1840,9d7a-3ad1-561c-deae
1841,1c66-2f7c-2b52-0b37
1842,406d-464a-cfa5-7b67
1843,7d5f-5e63-dd7d-4096
1844,8248-ae54-9660-d22c
1845,e29c-2800-f9a7-6195
1846,77ce-37b8-e09b-f59f
1847,089e-dcd5-b124-189c
1848,5029-9d16-9c77-acf3
1849,e9d2-21ea-0bdc-f4ca
1850,932b-ef93-f3dd-c1f7
1851,d839-570a-60f4-5bc9
1852,bb00-a468-9749-1825
1853,6f48-4e3d-21dc-e605
1854,54cf-cc71-b887-3b08
1855,69e9-672f-1f1c-84a1
1856,b2ac-b8b2-5d1c-40b8
1857,ecff-60c1-7d9d-d0b8
1858,6699-e590-cde9-3908
1859,bfd1-60f7-2ea1-e761
1860,e1be-4636-b374-a6c2
1861,bd19-8646-deb7-e368
1862,b789-c5df-3b5c-272b
1863,abd0-8f9f-e0e5-4a64
1864,643e-2121-e037-dcfb
1865,86d9-dd35-a5bf-7a09
1866,f299-26e4-a84d-d705
1867,e6ee-4811-a5db-94ee
1868,1c78-f04e-5974-e03c
1869,5deb-66f8-1413-678d
1870,9217-ec0b-6b84-a4c8
1871,765b-d080-8cd8-7a98
1872,32c6-adaa-af1c-f49f
1873,5d96-5bf8-3746-7842
1874,39e2-fb06-b946-62df
1875,13ac-fd63-feca-f384
1876,fc7f-85ca-56d1-d7d5
1877,bb06-72d6-bb30-97d8
1878,7d89-3509-8e8b-f868
1879,50a6-138c-0abe-6496
1880,5510-64d4-c9fc-9719
1881,c8fd-47b2-51a8-da2f
1882,a4f8-5748-0846-cb45
1883,e4b0-75b1-e5ea-4189
1884,aa86-c090-3f89-1a5d
1885,7435-65b5-4a59-89b4
1886,d54f-e502-fa51-788d
1887,3f31-824e-6866-4db7
1888,93b8-fdb5-f003-dedb
1889,d9fb-1dc4-4305-980c
1890,3a09-0c0a-bfcf-b959
1891,e6a9-507a-d37b-db63
1892,258e-f730-4c7a-fdc0
1893,e222-9ed6-45d6-12f7
1894,6349-70d1-a00d-308e
1895,31c9-367f-4e89-4086
1896,2f7f-0fc8-1863-e47e
1897,ed5f-9928-2947-21bc
1898,a696-287a-78cf-6b8a
1899,555d-d839-0a6b-4a52
1900,713f-c921-0aa1-83b1
1901,5924-9c1d-0eaf-2a30
1902,bf6a-4c9f-6234-8829
1903,e576-3be7-5e76-3b07
1904,e069-66e7-52de-03e7
1905,aea0-195f-c237-c935
1906,c049-ad89-f8b6-65d5
1907,aa4b-35f5-0dc1-afbe
1908,b29a-9bdd-4596-0296
1909,9adf-5c73-e94c-f250
1910,7871-bd79-e7cc-a799
1911,9dd0-2043-666a-aa5f
1912,18c9-8e1d-c07f-850a
1913,88b6-8bff-95aa-75e1
1914,6c0f-ee50-8f2c-401e
1915,2167-5f58-b8bb-6a22
1916,f1b0-1ed6-289e-c065
1917,59ba-92bd-94af-92fd
1918,06bb-097d-8689-544f
1919,3f37-e32e-cf89-8948
1920,8e2a-2018-51f0-ae84
1921,6a9b-a68f-335c-2a51
1922,4a85-2fef-539d-2162
1923,b087-89c4-9efa-b26e
1924,56e3-240f-2f97-378b
1925,583d-877a-1357-8d64
1926,4af0-b8cd-15fe-0f8d
1927,546f-b1fd-1583-d394
1928,00f8-d40c-40bb-d78a
1929,7cc2-cadd-f58b-76b6
1930,2173-1dd1-fdbb-cf94
1931,e0eb-f67a-6f99-b25b
1932,ff3b-674b-328e-5e4f
1933,35ef-4ebe-9109-e5aa
1934,4bd2-7739-d5e2-99a1
1935,0c20-6fdf-dcef-e1a9
1936,e3cb-84d0-f086-f8b8
1937,dba6-6a33-ccd7-4653
1938,bccb-923d-9495-c7af
1939,0149-ae3f-4139-1e0b
1940,d42a-e547-fdf9-9c35
1941,25f9-09c2-3469-a2f8
1942,e5ad-f4c8-aca4-466f
1943,2f86-693e-7175-9932
1944,9f96-8d81-abd0-2bc1
1945,1b62-5339-14e0-cd72
1946,8a86-fa7b-a229-2953
1947,ee3b-5f5a-de5a-8ce8
1948,686d-e4be-a123-314f
1949,ce79-c43f-0cd5-ed36
1950,5c63-e482-de31-72c0
1951,a451-883b-ec76-d0b3
1952,c72d-59a5-2ef3-0271
1953,48a7-5d3b-ade1-3644
1954,977f-e85c-57e4-6900
1955,309f-f563-d657-27c8
1956,a9a4-1a6c-b84b-528b
1957,aac5-9b7d-012e-9bac
1958,5328-5998-909d-d64b
1959,b92a-e5e4-b486-4375
1960,07a1-a8a2-97ac-1866
1961,1a59-b031-9090-8933
1962,a887-85b8-05c7-c5e8
1963,89c5-b875-494c-f260
1964,4188-9584-ffec-75e5
1965,ecf3-617e-32df-416b
1966,7f97-3a19-456e-8fdc
1967,0949-9caa-3b15-44cd
1968,21f2-7587-e5e3-e55c
1969,70de-f5de-18c7-7030
1970,7567-766c-728b-ee63
1971,7632-c932-9c6d-27f0
1972,8091-5cea-a07b-4718
1973,ad4a-8ca1-6b50-8927
1974,b215-d7ed-9939-404a
1975,d1c9-6993-fd7a-b8e9
1976,abc0-1f2b-3484-cf27
1977,3363-8e75-3412-4de0
1978,8075-e3d0-63d5-cd16
1979,4eea-4745-39cb-2779
1980,3c27-844b-912b-1725
1981,4677-279f-1c3b-2333
1982,09b1-d7da-1e41-3064
1983,fa53-580c-737e-18b6
1984,356b-17e1-59ba-230b
1985,3e94-319d-1ebd-7f62
1986,1548-3b52-24c7-3f2d
1987,a25b-83dd-c184-0d1b
1988,818d-dd35-8a71-3881
1989,d97c-35a6-227e-6198
1990,d883-1167-2927-a7f7
1991,f7a7-6ffc-be3e-d21d
1992,89d3-eb72-c42e-6f2f
1993,9bdb-b605-9a16-135a
1994,ab36-04fe-8434-d4b1
1995,18b6-e242-49e7-e95b
1996,4dcf-7536-2995-3a73
1997,39c2-2c6c-9bd6-4d50
1998,2758-c4dd-6be1-52ca
1999,f52a-e0db-67f6-3752
2000,b526-c089-192f-6567
2001,4ac1-3c02-0e81-324b
2002,6cdd-9626-9859-7279
2003,a67b-fecc-2c14-cefb
2004,2f45-350f-6049-7f1a
2005,dc30-f318-31e7-5c0b
2006,fb95-007e-8829-b2aa
2007,ed93-78bd-8d20-1b58
2008,9e7f-c460-d954-2617
2009,68ec-a8a5-cd5a-02df
2010,049d-aaac-9f21-da33
2011,7a5a-d5b3-8af9-29c1
2012,e4da-e98f-0e23-2742
2013,499d-e50e-b35d-35c2
2014,23e8-c43f-6394-cd30
2015,af66-465f-0191-efbd
2016,290b-dd26-b289-0cff
2017,75d4-d09a-466c-e258
2018,f653-454d-6b95-5714
2019,1004-3a8f-3732-df62
2020,004d-1843-0f4a-8ad4
2021,4aa7-c643-26d8-965b
2022,57af-885f-6ff9-f123
2023,5740-86a7-4529-25cd
2024,8f77-75b9-8616-35c0
2025,89e6-524b-d877-7386
2026,f0bc-89f4-573b-edfe
2027,eb92-b0cd-c257-9bcf
2028,1676-0dc7-3e9b-615a
2029,4da2-ef1d-0184-bd32
2030,a33f-4863-f3b8-8871
2031,a036-70b7-7cb6-d950
2032,9321-c12e-e67d-201b
2033,0b44-5bde-7e62-3b5c
2034,ee81-6896-fd50-40b6
2035,28be-f4f5-1057-562f
2036,cbf9-c0cb-677f-ddce
2037,1868-6ec4-8e36-8c79
2038,9298-f573-0659-38d2
2039,ac78-13ef-41eb-82ab
2040,32f6-7c3e-e2cd-2bd0
2041,0b7b-e025-3fb7-01dd
2042,a83c-9d85-5625-d525
2043,f39e-99d0-faec-c532
2044,bb4e-97eb-b86a-06b9
2045,d01a-a4c0-abba-7c09
2046,3aee-f557-db87-1cce
2047,201e-3e95-e41a-672d
2048,7caf-566e-855c-469b
2049,dda0-d5ba-63eb-7efa
2050,8bb3-c62b-91dc-4004
2051,0dc5-1599-55c4-d922
2052,c227-44da-44a9-1d09
2053,7e98-a3e5-b8ca-8603
2054,7830-485a-4be0-309b
2055,b4a1-2f8f-4c7e-c2e2
2056,2cbd-efbb-f60c-be22
2057,b590-a5c1-13d1-7476
2058,b872-e845-39f5-5b25
2059,647e-2661-236a-2a01
2060,5d4c-1f90-7506-34e5
2061,ac44-1bc1-1c8d-6525
2062,c22d-d40d-4d02-796e
2063,e177-d259-0054-a88b
2064,3c9d-e904-586a-2a9d
2065,2bcd-053b-16f1-66e2
2066,fd54-8b0f-b71d-e59c
2067,722f-6492-305c-ddae
2068,794f-a751-b0d2-097f
2069,ed6f-25fd-dcd0-1af2
2070,4970-bab6-3e20-652d
2071,7c2b-18d1-829c-048c
2072,2ce9-8375-8a58-750f
2073,0100-2f53-c324-81e2
2074,389e-42be-0a2b-0683
2075,d716-961b-dfd9-e792
2076,87a1-9fd1-636a-072d
2077,1383-98fd-54fa-3ce4
2078,447e-1243-6d4e-e9e1
2079,ded1-6066-fabd-b5ad
2080,7f54-4f3b-f1fc-91aa
2081,aa49-4312-5751-0a4e
2082,f341-ffff-8752-ebe0
2083,39c0-522a-11a2-3a53
2084,c1af-f272-25af-a368
2085,6f76-c3b2-2312-e50c
2086,c9d3-5f71-de10-2716
2087,e01d-a57c-e5db-71a7
2088,58bb-e912-bc25-5d3b
2089,5398-a3f9-1ecf-29b4
2090,a7e7-4c34-fac1-a502
2091,9ed5-f4a8-9357-2763
2092,05fc-1029-d104-3be1
2093,c683-bb38-4c18-252e
2094,a339-d450-6ac8-fc73
2095,9c2f-5280-ba4b-e3c6
2096,9fc4-8f42-b1f1-b569
2097,8559-8dfa-7241-515b
2098,4aa8-28d7-1989-84ea
2099,b0d6-ab23-63f7-1caf
2100,0cf9-0d32-4d85-4954
2101,d495-a1f3-29eb-04fe
2102,afbd-d8f4-0c38-88c2
2103,4664-31ab-6299-53d0
2104,b360-3f95-0ae2-4cdd
2105,f917-eb1c-9469-7341
2106,bf0b-effc-65b2-b510
2107,c904-3dbd-0d11-2f34
2108,415e-bca0-9dfd-3594
2109,24c0-2337-1514-44da
2110,efa5-5736-022e-c233
2111,ba93-c047-6082-4e19
2112,12e7-d986-fc31-5759
2113,b5f5-6f17-bdac-392c
2114,10a8-eeb5-10c6-369a
2115,00f1-21aa-fbc1-fe69
2116,0ed7-324f-5c82-eb6c
2117,f616-ce95-c8c4-6ece
2118,d1f4-8b8c-b9dc-80b5
2119,2faf-8dd2-50a0-d8c3
2120,16b8-4881-cbed-004f
2121,733b-ce8a-669c-e222
2122,0c8a-25b8-b161-eab3
2123,3f74-37d4-8002-21b5
2124,ee54-4b39-996f-44ce
2125,dca8-aca7-a3a5-b57f
2126,1769-4bec-1684-3665
2127,c6d8-7199-8e94-b928
2128,1cf5-4c61-5764-7fcb
2129,26ec-d15c-d91b-6223
2130,8fcb-803a-e436-4aed
2131,185a-1acc-1d39-1dc0
2132,a659-d135-c6bf-7724
2133,eed1-42ea-b787-ef59
2134,d314-35e4-3e7a-1c39
2135,e719-7220-24f3-b304
2136,d583-32a9-3187-f189
2137,0f8a-4ede-42d6-258e
2138,73b8-5c7f-43f4-65e2
2139,e54a-c405-f545-aabe
2140,bfed-cc1c-57ae-63fe
2141,5154-b206-93fe-b695
2142,f249-a34c-12c4-3aa1
2143,3120-39a0-244c-c677
2144,084c-4642-aa65-3cd4
2145,aab8-00f7-ef3f-7b5d
2146,7e9c-da3a-7c84-a251
2147,25b0-7443-ab60-3f06
2148,cdc9-5a05-7bcd-607f
2149,a10a-a44b-4ab6-225f
2150,7fd0-cd82-3f0c-a3db
2151,44cb-f847-aac2-4fc0
2152,2195-8880-3362-9682
2153,632c-7862-a8a3-b10e
2154,4d68-51e5-594f-3689
2155,d7a7-05d2-6fba-4853
2156,926d-653a-d7c0-f415
2157,0380-dbfd-3ecf-3cde
2158,9c54-4fa8-ed73-dd28
2159,0897-4040-593e-dc4e
2160,3685-6ff7-a08b-2d74
2161,cf94-2565-141e-044f
2162,b9a7-e1c0-9960-d0c6
2163,615b-8fca-7958-d93e
2164,4a3e-9dc2-ab24-8562
2165,6791-5d18-6261-a488
2166,9474-6b36-90b1-4a89
2167,3dad-38fc-471b-0aed
2168,198b-a912-6c6c-5887
2169,b7eb-7a34-8336-c669
2170,0d52-7984-a05e-cc67
2171,fa7e-23e0-7d6f-6d2b
2172,f1b7-af12-38b9-7f34
2173,1742-b5f7-54d8-a071
2174,7855-8a61-a859-05ab
2175,2fa6-223b-ad1e-c3a8
2176,0ef0-7edc-e18e-a2fa
2177,9ec4-cf33-e33d-d108
2178,329c-e273-405b-8f40
2179,509c-64c9-84f2-42ff
2180,0d5d-fcee-547a-e20c
2181,2db1-ab10-ff6c-cc17
2182,a6b9-8323-ab01-cfe7
2183,a0de-6074-3154-0632
2184,c463-e7fe-1eeb-840d
2185,3530-0fd9-f523-ac33
2186,b22e-a262-859f-aa35
2187,7e7e-5a6a-ed12-a2cc
2188,9c2f-2d3d-287e-0b65
2189,a094-21de-59c0-f3ad
2190,c6cc-0b90-daf6-edc7
2191,c391-0831-1f0b-44bd
2192,5e06-8173-600d-592b
2193,2e3a-63c4-6119-00f5
2194,bfe6-d06b-d8bf-a2c1
2195,965d-32ef-32f1-71b5
2196,2409-b366-fcf7-eb7b
2197,e883-d258-546b-7207
2198,36a4-da66-ef5a-240d
2199,023a-cb3f-47ab-8682
2200,723a-5193-2766-0065
2201,60af-59d3-7477-0429
2202,1a35-de3e-b0e2-6c27
2203,7dd1-b271-7099-4e67
2204,7f3b-9182-504a-0463
2205,9939-7d13-b72f-2674
2206,614b-29b1-4fb6-991b
2207,8b0a-659e-85fd-42ce
2208,c7ff-4b62-295c-7800
2209,73c5-2c1f-a941-c351
2210,5e45-653c-e6dc-6c95
2211,c340-79fe-20a6-026a
2212,7fb2-6558-b28c-87e5
2213,9d6f-0411-6644-656e
2214,8567-fc1a-2b84-3ac6
2215,dfcb-6cbb-85ac-9195
2216,917a-13e0-ccdc-3673
2217,d825-1694-54c8-7842
2218,30d5-5f2a-1462-4a76
2219,774c-70fb-21b9-d983
2220,94f4-e876-d801-c20c
2221,e4f6-cdf7-74e3-8c27
2222,0dcc-b257-e058-6cab
2223,f5b8-c279-74af-f197
2224,5ff9-ab7a-fbdd-10f8
2225,c561-260c-558d-89b4
2226,2308-b66f-7997-bcc1
2227,b063-0f0c-d332-f233
2228,0cea-081d-192a-85fe
2229,3958-4821-2eca-d3a9
2230,c13c-3759-cff0-cd36
2231,d28f-0727-460f-5ab6
2232,a6aa-97ee-2e4a-a9ad
2233,76c8-6933-622a-64f6
2234,b14c-4d0f-e45f-43ce
2235,625d-d91e-b300-b6dc
2236,de5e-63cc-6e02-60b7
2237,fb00-41ad-f198-b5ac
2238,20a3-dcb5-8ce4-ae5c
2239,de30-46f9-f287-cf05
2240,57e4-c7f7-0031-fb0a
2241,8280-558f-d30b-c051
2242,f2b6-e2f5-8939-94ae
2243,3b62-4057-84c9-7743
2244,4134-b88a-654b-1cf3
2245,733f-086d-4dee-dbc3
2246,10c2-8847-99e1-057b
2247,dce1-e1d6-17ae-e024
2248,207c-b6d1-fb72-d730
2249,aa17-e87c-2259-5f04
2250,dc84-e95a-58d3-7e87
2251,e451-b512-f1d6-5d36
2252,f42a-5078-a2d5-d36a
2253,a872-f6a2-a467-59ec
2254,efb4-baee-b1ad-1184
2255,5ac6-9dc1-9a19-3eaa
2256,1323-e32a-5c92-8dbb
2257,8372-00a5-181a-ed20
2258,533a-06f9-f6cc-18f4
2259,8343-85e2-dc31-6005
2260,e76c-d8bc-9c51-ca6b
2261,d013-ec1c-88f4-fae9
2262,7062-9b88-0291-7a17
2263,95a9-c39d-4224-47ce
2264,9102-2919-4524-85be
2265,8317-e088-279b-ba21
2266,568b-892b-0284-5037
2267,cda4-808d-0e93-2541
2268,b221-8fe0-8d8a-0e36
2269,12e1-c575-a443-87f3
2270,cc84-f709-3933-9af1
2271,7289-5346-1246-0060
2272,486b-5779-6446-5a7c
2273,d2aa-4c9c-560c-3a18
2274,56a9-dbc0-3e13-141a
2275,b5e2-521d-a85b-cf14
2276,e1ae-b51c-1770-3db1
2277,9038-72cb-9b3b-4af6
2278,cf37-a1ef-e60b-f8e7
2279,0d83-db1e-d92b-0bf0
2280,cf2a-6257-0c5c-7445
2281,246e-dd6e-6e09-988a
2282,870d-1249-13fb-d0a1
2283,520f-4fa4-acef-f45f
2284,fddd-e3d7-b93b-187c
2285,5082-9c3c-a9c7-f968
2286,0c2b-7128-7a4c-4f92
2287,e70f-e13e-37af-1fda
2288,e3f2-57ec-2aec-341a
2289,3cfa-bd2a-6867-18ba
2290,5554-6d9d-779d-d5f5
2291,b8d9-4ead-699d-2b5e
2292,94b7-fbe6-74cf-eba2
2293,dcd4-5303-c509-88ec
2294,83b3-fd83-a8f1-e3f8
2295,17e7-deeb-44f0-1758
2296,0105-c0af-766a-ccab
2297,98b6-2bc9-0f82-84f9
2298,2f53-db43-c6e9-95bc
2299,b772-685d-841d-f24b
2300,cf35-7fb9-d732-4bba
2301,7fa0-943d-7998-baa0
2302,8887-e704-c02a-b51a
2303,9ff8-543c-2f35-5d3f
2304,b3e6-7562-a0b7-db2a
2305,b626-264a-fc02-81b7
2306,8b56-35cc-d534-8cad
2307,2e40-b4c8-727f-c33f
2308,9d6c-c552-fb86-cb2b
2309,94ca-8f0b-e958-f1a5
2310,b416-cff8-0999-48a9
2311,9f4e-2412-59cc-3383
2312,9de1-83af-1cb8-6667
2313,4765-ccbd-4fbb-78b8
2314,a65e-9ac4-5d0e-ac50
2315,be88-e50d-c2fe-c917
2316,1e1f-c155-78c5-ca89
2317,d334-56dc-2e90-fe13
2318,1f5a-cea7-e36d-cd4e
2319,b346-9120-f053-18eb
2320,26b2-9d8b-6643-e93a
2321,a85f-1cbe-a3a6-14e1
2322,ee86-88ae-2535-1a42
2323,9a78-e47c-3ee1-6028
2324,e189-7b50-e22f-29e3
2325,89ba-3b1e-ab64-a131
2326,8986-ae56-f6e2-8292
2327,63df-d3d9-56dc-161a
2328,3c5b-8471-16d4-f1b2
